company,source_type,text
Starbucks,wikipedia,"In 2015, Starbucks signed a deal withPepsiCoto market and distribute Starbucks products in several Latin American countries.[407]"
Starbucks,wikipedia,"In May 2015, Starbucks entered a partnership with music streaming serviceSpotify. The partnership entailed giving U.S.-based employees a Spotify premium subscription and to help influence the music played in store via playlists made using Spotify. Starbucks was also given its own curated Spotify playlist to be featured on Spotify's mobile app.[408]"
Starbucks,wikipedia,"On June 19, 2015, a Starbucks opened atDisney's Animal KingdomonDiscovery Island. Since the park does not allow plastic straws due to the animals, this location features special green eco-friendly straws with their cold drinks.[409]This was the sixth Starbucks to open inWalt Disney World, following locations in theMagic Kingdom(Main Street, U.S.A.),Epcot(Future World),Disney's Hollywood Studios(Hollywood Boulevard),[410]and two inDisney Springs(MarketplaceandWest Side). In addition to these six, there are locations inDisneyland(Main Street, U.S.A.),Disney California Adventure(Buena Vista Street), Anaheim'sDowntown Disney, andDisney VillageatDisneyland Paris. The Downtown Disney and Disney Springs locations are Starbucks-operated, while the locations inside of the theme parks are Disney-operated.[411]"
Starbucks,wikipedia,"In December 2018, Starbucks expanded its partnership withUber Eatsto bring its beverages to U.S. customers' doorsteps, as it had already done for some time in China.[412][413]"
Starbucks,wikipedia,"In March 2020, Starbucks announced that starting from April 6, all U.S. employees and their eligible family members could use up to 20 free mental health therapy or coaching sessions per year.[414]They can meet with a counselor face-to-face or video call and will also have unlimited access to self-care apps through Lyra Health Inc.[415]"
Starbucks,wikipedia,"Kevin Knox, who was in charge of doughnutsfood qualityat Starbucks from 1987 to 1993, recalled on his blog in 2010 howGeorge Howell, coffee veteran and founder of theCup of Excellence, had been appalled at thedark roastedbeans that Starbucks was selling in 1990.[35][416]Talking toThe New York Timesin 2008, Howell stated his opinion that the dark roast used by Starbucks does not deepen the flavor of coffee, but instead can destroy purported nuances of flavor.[35]"
Starbucks,wikipedia,"The March 2007 issue ofConsumer Reportscompared American fast-food chain coffees and ranked Starbucks behindMcDonald'sPremium Roast in the middle of acoffee war. The magazine called Starbucks coffee ""strong, but burnt and bitter enough to make your eyes water instead of open"".[417]"
Starbucks,wikipedia,"As reported byTimein 2010, third wave coffee proponents generally criticize Starbucks for over-roasting beans.[418]As a result, Starbucks retrained its baristas and changed its roasting methods in 2010 in order to ""standardize quality over quantity"".[419]The Atlanticreported that this push for higher-quality coffee slowed down orders, but stated ""[they] move their product pretty quickly, and with surprising accuracy"".[419]Forbescorroborated this trade off between efficiency and quality at Starbucks.[420]"
Starbucks,wikipedia,"In 2018,Business Insiderconducted a test of Starbucks coffee judged by 100 coffee experts.[421]It concluded that although staples of the menu were ""too sugary"", coffee quality materially improved with particularly strong showings in the firm'siced coffeeandnitro cold brew coffeeofferings.[421]Insiderexperts, however, did note that the coffee quality inStarbucks Reservesfar surpassed that of the typical retail store.[421]"
Starbucks,wikipedia,"Following the2022 Russian invasion of Ukraine, a number of companies have faced growing pressure to halt operations in Russia, but have not yet done so. This includes Starbucks. On March 4, Starbucks CEO Kevin Johnson stated that the company has no business operations in Ukraine, but does have 130 licensed Starbucks locations in Russia that are wholly owned by a ""licensed partner"". While Johnson did not comment on their future, he condemned the Russian invasion and did say that the company ""will donate any royalties we receive from our business operations in Russia to humanitarian relief efforts for Ukraine"".[422][423][424][425]"
Starbucks,wikipedia,"Starbucks has been accused of racial bias and discrimination on several occasions. In 1994, Starbucks settled a lawsuit after two employees were dismissed because of their race, age, and sex. A black woman filed a suit after her direct supervisor, a regional vice president, said he would like to call her Toby, a slave name which was given to AfricanKunta Kintein the TV miniseriesRoots. Her co-worker spoke on her behalf, after which she was fired.[426]In 2008, a former African American Starbucks engineer sued the company for discrimination after his supervisor failed to address racist bullying he was experiencing at the workplace, instead giving him extra work due to his complaining. Starbucks settled the suit in 2009.[427]TheEqual Employment Opportunity Commissionhas raised allegations against Starbucks for racial bias in its promotions, allegedly based on workforce data from 2007 to 2011 that showed that minority retail partners in the United States received fewer promotions than statistically expected.[428]"
Starbucks,wikipedia,"The 2015 Starbucks ""Race Together"" campaign, when baristas were instructed to write the phrase ""Race Together"" on customer's cups with the aim to start a national dialogue about race, was heavily criticized and received backlash.[429][430]In 2020, employees were prohibited from wearingBlack Lives Mattersymbols or phrases on their clothing or accessories.[431]"
Starbucks,wikipedia,"Individual Starbucks cafes have faced criticism over incidents of racial bias, leading the company to close 8,000 cafes for a day in 2018 forracial bias training.[432]In 2014, aMilwaukeeStarbucks employee called the police when they noticed a black man sleeping in a park, which resulted in the police officerkilling the manby shooting him 14 times, prompting protests.[433]In 2018, two black men were arrested and escorted out of aPhiladelphiaStarbucks after the staff called the police because they refused to leave. The video of the incident quickly became viral and sparked widespread outrage.[434]In another 2018 incident, a black man was denied the code for the restroom for not being a customer, even though at the same time a white man was given that code before ordering anything.[435]In 2021, a Starbucks in Ireland was fined €12,000 after an Irish Thai customer received her order with a racist drawing on the cup.[436]"
Starbucks,wikipedia,"In 2022, over a period of a few months, Starbucks terminated more than 85 workers in the U.S. who had been involved in organizing worker unions against unfair labor practices. The workers had also accused Starbucks of creating a culture of fear and surveillance in the store.[437]"
Starbucks,wikipedia,"In November 2022, the chain announced it would close a location in Seattle that was the first to unionize. It said the closure was due to safety concerns.[438]"
Starbucks,wikipedia,"On December 18, 2022, workers at over 100 stores across the U.S. undertook a three-day strike in response to alleged union busting and to demand better working conditions.[439]"
Starbucks,wikipedia,"In June 2023, Starbucks attracted controversy for allegedly not allowing workers at some locations in 22 states to put up Pride Month decorations. It came during an ongoing public furor over the direction of LGBTQ+ rights in the US, with other major corporations, likeTargetandAB-InBev, which manufacturesBud Light, also receiving heightened criticism and scrutiny. A strike at some stores was announced as a result.[440][441]"
Starbucks,wikipedia,"In late 2023, Starbucksfaced boycottsfollowing the company's decision to sue theStarbucks Workers United(SWU) union for making a social media post stating ""Solidarity withPalestine"" shortly after the October 7Hamas-ledattackonIsrael.[442][443][444]Starbucks alleged that the post harmed its reputation, and sued for trademark infringement for the use of the Starbucks name and a related logo. The SWU made a filing in response, requesting the continued use of the name and logo, and alleging defamation from Starbucks that it endorsed violence or terrorism. According to SWU President Lynne Fox the post was written by a single person, shortly deleted, and not authorized by other members of the SWU.[442][443]CEOLaxman Narasimhanwrote a year-ending letter addressed to employees, writing: ""Our stance is clear. We stand for humanity.""[445][446]"
Starbucks,wikipedia,"In 2025, a court ordered Starbucks to pay $50 million to a driver who suffered burns after an unsecured hot drink spilled on him.[447]"
Starbucks,wikipedia,"On Red Cup Day, Starbucks provides reusable cups to customers who buy holiday-themed beverages. On Red Cup Day 2025, Starbucks employees organized a walkout at 4 p.m. local time in over a dozen U.S. cities as part of a strike known as the Red Cup Riot, involving approximately 1,000 baristas. This phase of the strike includes participation from more than 65 locations across over 40 cities. The baristas are advocating for enhanced wages, better working conditions, and reliable and adequate hours.[448]"
